"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 16 11:52:23 GMT 2025","Wed Apr 16 11:52:29 GMT 2025","6755","tests","test_cooperation_feature","TestCooperationPageFeature","","","Filling out the cooperation form with valid data",""
